ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,Consumer
2025-06-24,4142.695982677288,3155.1092606880666,4887.6850357571575,4142.695982677288,4142.695982677288,-135.65236537420316,-135.65236537420316,-135.65236537420316,46.4937700010119,46.4937700010119,46.4937700010119,-182.1461353752151,-182.1461353752151,-182.1461353752151,0.0,0.0,0.0,4007.043617303085,Consumer 1
2025-06-25,4146.487035086948,3009.191904517573,4704.730182492637,4146.487035086948,4146.487035086948,-270.0312060823653,-270.0312060823653,-270.0312060823653,-98.23493214702607,-98.23493214702607,-98.23493214702607,-171.79627393533926,-171.79627393533926,-171.79627393533926,0.0,0.0,0.0,3876.4558290045825,Consumer 1
2025-06-26,4150.278087496607,3312.3472958770167,4932.825388429026,4150.278087496607,4150.278087496607,-16.3208051885401,-16.3208051885401,-16.3208051885401,132.24839782608555,132.24839782608555,132.24839782608555,-148.56920301462566,-148.56920301462566,-148.56920301462566,0.0,0.0,0.0,4133.957282308067,Consumer 1
2025-06-27,4154.069139906267,3007.3480824724634,4701.314446456772,4154.069139906267,4154.069139906267,-284.0913307918768,-284.0913307918768,-284.0913307918768,-169.12793007020161,-169.12793007020161,-169.12793007020161,-114.9634007216752,-114.9634007216752,-114.9634007216752,0.0,0.0,0.0,3869.9778091143903,Consumer 1
2025-06-28,4157.860192315926,3127.742362515941,4786.729328851304,4157.860192315926,4157.860192315926,-218.08939393710648,-218.08939393710648,-218.08939393710648,-144.16676787424666,-144.16676787424666,-144.16676787424666,-73.92262606285982,-73.92262606285982,-73.92262606285982,0.0,0.0,0.0,3939.7707983788196,Consumer 1
2025-06-29,4161.651244649399,3399.9519340635948,5063.782566685233,4161.651244649399,4161.651244649399,91.91528262853122,91.91528262853122,91.91528262853122,120.6156774874303,120.6156774874303,120.6156774874303,-28.7003948588991,-28.7003948588991,-28.7003948588991,0.0,0.0,0.0,4253.56652727793,Consumer 1
2025-06-30,4165.442296982872,3469.2940820344193,5185.735936003639,4165.442296982872,4165.442296982872,129.45442117947917,129.45442117947917,129.45442117947917,112.17178477771834,112.17178477771834,112.17178477771834,17.28263640176084,17.28263640176084,17.28263640176084,0.0,0.0,0.0,4294.896718162351,Consumer 1
2025-07-01,4169.233349316344,3464.3394449100188,5116.141774357401,4169.233349316344,4169.233349316344,107.07703815953916,107.07703815953916,107.07703815953916,46.493770001275564,46.493770001275564,46.493770001275564,60.5832681582636,60.5832681582636,60.5832681582636,0.0,0.0,0.0,4276.3103874758835,Consumer 1
2025-07-02,4173.024401649817,3274.1620610701953,5043.443568018751,4173.024401649817,4173.024401649817,-0.35766109469446183,-0.35766109469446183,-0.35766109469446183,-98.2349321469327,-98.2349321469327,-98.2349321469327,97.87727105223824,97.87727105223824,97.87727105223824,0.0,0.0,0.0,4172.6667405551225,Consumer 1
2025-07-03,4176.815454419971,3556.883642331606,5275.773102894479,4176.815454419971,4176.815454419971,258.34135702911925,258.34135702911925,258.34135702911925,132.2483978257204,132.2483978257204,132.2483978257204,126.09295920339886,126.09295920339886,126.09295920339886,0.0,0.0,0.0,4435.15681144909,Consumer 1
2025-07-04,4180.606507190124,3259.488726109557,4954.543819630063,4180.606507190124,4180.606507190124,-26.59559621338845,-26.59559621338845,-26.59559621338845,-169.12793007071818,-169.12793007071818,-169.12793007071818,142.53233385732975,142.53233385732975,142.53233385732975,0.0,0.0,0.0,4154.010910976735,Consumer 1
